word	ipa	language	pos	concept	label
mostrare	mostrare	italian	verb	show	0
chiudere	kjudere	italian	verb	shut	0
così	kosi	italian	function	so	0
alcuni	alkuni	italian	function	some	0
figlio	fiʎʎo	italian	noun	son	0
presto	presto	italian	adverb	soon	0
iniziare	inizjare	italian	verb	start	0
rimanere	rimanere	italian	verb	stay	0
fermare	fermare	italian	verb	stop	0
sole	sole	italian	noun	sun	0
parlare	parlare	italian	verb	talk	0
dire	dire	italian	verb	tell	0
che	ke	italian	function	than	0
che	ke	italian	function	that	0
il	il	italian	function	the	0
loro	loro	italian	function	them	0
allora	allora	italian	function	then	0
lì	li	italian	function	there	0
loro	loro	italian	function	they	0
cosa	kɔza	italian	noun	thing	0
questo	kwɛsto	italian	function	this	0
tre	tre	italian	adjective	three	0
attraverso	attravɛrso	italian	function	through	0
tempo	tɛmpo	italian	noun	time	0
a	a	italian	function	to	0
oggi	ɔddʒi	italian	noun	today	0
anche	aŋke	italian	adverb	too	0
vero	vɛro	italian	adjective	true	0
provare	provare	italian	verb	try	0
girare	dʒirare	italian	verb	turn	0
due	due	italian	adjective	two	0
sotto	sotto	italian	function	under	0
capire	kapire	italian	verb	understand	0
su	su	italian	function	up	0
noi	noi	italian	function	us	0
usare	uzare	italian	verb	use	0
molto	molto	italian	adverb	very	0
camminare	kamminare	italian	verb	walk	0
volere	volere	italian	verb	want	0
caldo	kaldo	italian	adjective	warm	0
era	ɛra	italian	verb	was	0
acqua	akkwa	italian	noun	water	0
via	via	italian	noun	way	0
noi	noi	italian	function	we	0
bene	bɛne	italian	adjective	well	0
erano	ɛrano	italian	verb	were	0
cosa	kɔza	italian	function	what	0
quando	kwando	italian	function	when	0
dove	dove	italian	function	where	0
quale	kwale	italian	function	which	0
bianco	bjaŋko	italian	adjective	white	0
chi	ki	italian	function	who	0
perché	perke	italian	function	why	0
volontà	volonta	italian	verb	will	0
con	kon	italian	function	with	0
donna	dɔnna	italian	noun	woman	0
lavoro	lavoro	italian	noun	work	0
mondo	mondo	italian	noun	world	0
farebbe	farɛbbe	italian	verb	would	0
sì	si	italian	function	yes	0
ancora	aŋkora	italian	adverb	yet	0
tu	tu	italian	function	you	0
giovane	dʒovane	italian	adjective	young	0
elicottero	elikɔttero	italian	noun	helicopter	1
cioccolato	tʃokkolato	italian	noun	chocolate	1
violino	vjolino	italian	noun	violin	1
tennis	tɛnnis	italian	noun	tennis	0
microfono	mikrofono	italian	noun	microphone	1
fotografia	fotoɡrafia	italian	noun	photograph	1
telefono	telɛfono	italian	noun	telephone	1
democrazia	demokrattsia	italian	noun	democracy	1
filosofia	filozofia	italian	noun	philosophy	1
bicicletta	bitʃiklɛtta	italian	noun	bicycle	1
computer	kompjutɛr	italian	noun	computer	1
internet	intɛrnɛt	italian	noun	internet	1
sandwich	sandwitʃ	italian	noun	sandwich	1
hamburger	amburɡɛr	italian	noun	hamburger	1
pizza	pittsa	italian	noun	pizza	0
pasta	pasta	italian	noun	pasta	0
whisky	wiski	italian	noun	whiskey	1
champagne	ʃampaɲɲe	italian	noun	champagne	0
vodka	vɔdka	italian	noun	vodka	1
gin	dʒin	italian	noun	gin	1
brandy	brandi	italian	noun	brandy	1
rum	rum	italian	noun	rum	0
tequila	tekila	italian	noun	tequila	1
sake	sake	italian	noun	sake	1
kimono	kimɔno	italian	noun	kimono	1
judo	dʒudo	italian	noun	judo	1
karate	karate	italian	noun	karate	1
aikido	aikido	italian	noun	aikido	1
sumo	sumo	italian	noun	sumo	1
tempura	tempura	italian	noun	tempura	1
wasabi	vazabi	italian	noun	wasabi	1
sashimi	saʃimi	italian	noun	sashimi	1
miso	mizo	italian	noun	miso	1
tifone	tifone	italian	noun	typhoon	1
kamikaze	kamikatse	italian	noun	kamikaze	1
emoji	emɔdʒi	italian	noun	emoji	1
sudoku	sudɔku	italian	noun	sudoku	1
magnate	maɲɲate	italian	noun	tycoon	1
shogun	ʃoɡun	italian	noun	shogun	1
risciò	riʃɔ	italian	noun	rickshaw	1
ginkgo	ɡiŋɡo	italian	noun	ginkgo	1
shiatsu	ʃiatsu	italian	noun	shiatsu	1
kabuki	kabuki	italian	noun	kabuki	1
kendo	kɛndo	italian	noun	kendo	1
bushido	buʃido	italian	noun	bushido	1
zen	dzɛn	italian	noun	zen	1
wok	wɔk	italian	noun	wok	1
yin yang	jinjaŋ	italian	noun	yin_yang	1
gong	ɡɔŋ	italian	noun	gong	1
tango	taŋɡo	italian	noun	tango	1
flamenco	flamɛŋko	italian	noun	flamenco	1
samba	samba	italian	noun	samba	1
bossa nova	bɔssanɔva	italian	noun	bossa_nova	1
salsa	salsa	italian	noun	salsa	1
rumba	rumba	italian	noun	rumba	1
mambo	mambo	italian	noun	mambo	1
cha cha cha	tʃatʃatʃa	italian	noun	cha_cha	1
conga	koŋga	italian	noun	conga	1
merengue	mereŋge	italian	noun	merengue	1
reggae	rɛdʒɛ	italian	noun	reggae	1
ska	ska	italian	noun	ska	1
calypso	kalipso	italian	noun	calypso	1
mariachi	marjatʃi	italian	noun	mariachi	1
fandango	fandaŋgo	italian	noun	fandango	1
bolero	bolɛro	italian	noun	bolero	1
habanera	abaneɾa	italian	noun	habanera	1
tarantella	taɾantɛla	italian	noun	tarantella	1
polka	polka	italian	noun	polka	1
valzer	valtsɛɾ	italian	noun	waltz	0
mazurca	madzuɾka	italian	noun	mazurka	1
folk	folk	italian	noun	folk	0
jazz	dʒɛz	italian	noun	jazz	1
blues	bluz	italian	noun	blues	1
gospel	ɡospɛl	italian	noun	gospel	1
soul	sol	italian	noun	soul	1
funk	funk	italian	noun	funk	1
disco	disko	italian	noun	disco	0
techno	tɛkno	italian	noun	techno	1
house	auzɛ	italian	noun	house	0
hip hop	ipɔp	italian	noun	hip_hop	1
rap	rap	italian	noun	rap	1
grunge	ɡɾandʒ	italian	noun	grunge	1
punk	pank	italian	noun	punk	1
rock	ɾɔk	italian	noun	rock	1
pop	pop	italian	noun	pop	1
country	kantɾi	italian	noun	country	1
bluegrass	bluɡɾas	italian	noun	bluegrass	1
reggaeton	rɛɡaetɔn	italian	noun	reggaeton	1
bachata	batʃata	italian	noun	bachata	1
kizomba	kizomba	italian	noun	kizomba	1
zouk	zuk	italian	noun	zouk	1
cumbia	kumbja	italian	noun	cumbia	1
vallenato	vaʎenato	italian	noun	vallenato	1
fado	fado	italian	noun	fado	1
sevillana	seβiʎana	italian	noun	sevillana	1
sardana	saɾdana	italian	noun	sardana	1
jota	xota	italian	noun	jota	1
muñeira	muɲejɾa	italian	noun	muñeira	1
aurresku	auɾesku	italian	noun	aurresku	1
cancan	kɑ̃kɑ̃	italian	noun	cancan	1
cabaret	kabaɾɛ	italian	noun	cabaret	1
vaudeville	vodvil	italian	noun	vaudeville	1
burlesco	buɾlesko	italian	noun	burlesque	1
circo	tʃiɾko	italian	noun	circus	1
rodeo	ɾodeo	italian	noun	rodeo	1
carnevale	kaɾnevale	italian	noun	carnival	0
mascherata	maskeɾata	italian	noun	masquerade	1
gala	ɡala	italian	noun	gala	1
première	pɾɛmjɛɾ	italian	noun	premiere	0
bis	bis	italian	noun	encore	1
ovazione	ovattsjone	italian	noun	ovation	1
maestro	maɛstɾo	italian	noun	maestro	0
virtuoso	viɾtwoso	italian	noun	virtuoso	0
crescendo	kɾeʃɛndo	italian	noun	crescendo	0
diminuendo	diminwendo	italian	noun	diminuendo	0
fortissimo	foɾtisimo	italian	noun	fortissimo	0
pianissimo	pjanisimo	italian	noun	pianissimo	0
allegro	aleɡɾo	italian	noun	allegro	0
andante	andante	italian	noun	andante	0
adagio	adadʒo	italian	noun	adagio	0
largo	laɾɡo	italian	noun	largo	0
presto	pɾɛsto	italian	noun	presto	0
soprano	sopɾano	italian	noun	soprano	0
contralto	kontɾalto	italian	noun	alto	0
tenore	tenoɾe	italian	noun	tenor	0
basso	baso	italian	noun	bass	0
baritono	baɾitono	italian	noun	baritone	0
falsetto	falsetto	italian	noun	falsetto	0
vibrato	vibɾato	italian	noun	vibrato	0
tremolo	tɾɛmolo	italian	noun	tremolo	0
pizzicato	pitsikato	italian	noun	pizzicato	0
staccato	stakato	italian	noun	staccato	0
legato	leɡato	italian	noun	legato	0
glissando	ɡlisando	italian	noun	glissando	0
arpeggio	aɾpeddʒo	italian	noun	arpeggio	0
cadenza	kadɛntsa	italian	noun	cadenza	0
finale	finale	italian	noun	finale	0
ouverture	uvɛɾtyɾe	italian	noun	overture	0
preludio	pɾeludjo	italian	noun	prelude	0
interludio	inteɾludjo	italian	noun	interlude	0
coda	koda	italian	noun	coda	0
motivo	motivo	italian	noun	motif	0
tema	tema	italian	noun	theme	0
variazione	vaɾjattsjone	italian	noun	variation	0
improvvisazione	impɾovizattsjone	italian	noun	improvisation	0
composizione	kompozittsjone	italian	noun	composition	0
arrangiamento	aɾandʒamento	italian	noun	arrangement	0
orchestrazione	oɾkestrattsjone	italian	noun	orchestration	0
direttore	diɾɛttoɾe	italian	noun	conductor	0
solista	solista	italian	noun	soloist	0
quartetto	kwaɾtetto	italian	noun	quartet	0
quintetto	kwintetto	italian	noun	quintet	0
sestetto	sɛstetto	italian	noun	sextet	0
settetto	sɛtetto	italian	noun	septet	0
ottetto	ottetto	italian	noun	octet	0
sinfonia	sinfonia	italian	noun	symphony	0
concerto	kontʃerto	italian	noun	concerto	0
sonata	sonata	italian	noun	sonata	0
suite	switɛ	italian	noun	suite	0
rondò	rondo	italian	noun	rondo	0
fuga	fuga	italian	noun	fugue	0
canone	kanone	italian	noun	canon	0
aria	arja	italian	noun	aria	0
recitativo	retʃitativo	italian	noun	recitative	0
duetto	duetto	italian	noun	duet	0
trio	trio	italian	noun	trio	0
coro	koro	italian	noun	chorus	1
coro	koro	italian	noun	choir	1
cappella	kapella	italian	noun	cappella	0
requiem	rekwiem	italian	noun	requiem	0
oratorio	oratorio	italian	noun	oratorio	0
cantata	kantata	italian	noun	cantata	0
messa	messa	italian	noun	mass	0
inno	inno	italian	noun	hymn	0
salmo	salmo	italian	noun	psalm	1
spiritual	spiritual	italian	noun	spiritual	1
madrigale	madrigale	italian	noun	madrigal	0
mottetto	mottetto	italian	noun	motet	1
canzone	kantsone	italian	noun	chanson	0
lied	lit	italian	noun	lied	1
ballata	ballata	italian	noun	ballad	1
canto	kanto	italian	noun	carol	0
serenata	serenata	italian	noun	serenade	1
notturno	notturno	italian	noun	nocturne	1
studio	studio	italian	noun	étude	0
scherzo	skertso	italian	noun	scherzo	0
capriccio	kaprittʃo	italian	noun	capriccio	0
fantasia	fantazja	italian	noun	fantasia	0
rapsodia	rapsodia	italian	noun	rhapsody	1
toccata	tokata	italian	noun	toccata	0
passacaglia	passakalja	italian	noun	passacaglia	0
ciaccona	tʃakkona	italian	noun	chaconne	0
pavana	pavana	italian	noun	pavane	1
sarabanda	sarabanda	italian	noun	sarabande	1
giga	dʒiɡa	italian	noun	gigue	1
minuetto	minuetto	italian	noun	minuet	1
gavotta	ɡavotta	italian	noun	gavotte	1
bourrée	buʁe	italian	noun	bourree	1
allemanda	alemanda	italian	noun	allemande	1
corrente	korrente	italian	noun	courante	1
tarantola	tarantola	italian	noun	tarantula	1
pinguino	piŋɡwino	italian	noun	penguin	1
koala	koala	italian	noun	koala	1
panda	panda	italian	noun	panda	1
lama	lama	italian	noun	llama	1
alpaca	alpaka	italian	noun	alpaca	1
vigogna	vidʒoɲa	italian	noun	vicuña	1
cincillà	tʃintʃilla	italian	noun	chinchilla	1
capibara	kapibara	italian	noun	capybara	1
iguana	iɡwana	italian	noun	iguana	1
anaconda	anakonda	italian	noun	anaconda	1
cobra	kobra	italian	noun	cobra	1
piranha	piranja	italian	noun	piranha	1
barracuda	barrakuda	italian	noun	barracuda	1
squalo	skwalo	italian	noun	shark	0
balena	balena	italian	noun	whale	0
delfino	delfino	italian	noun	dolphin	1
polpo	polpo	italian	noun	octopus	0
medusa	meduza	italian	noun	jellyfish	0
stella marina	stellamarina	italian	noun	starfish	0
cavalluccio marino	kavalutʃomarino	italian	noun	seahorse	0
aragosta	araɡosta	italian	noun	lobster	0
granchio	ɡrankjo	italian	noun	crab	0
gamberetto	ɡamberetto	italian	noun	shrimp	0
ostrica	ostrika	italian	noun	oyster	0
cozza	kottsa	italian	noun	mussel	0
vongola	voŋɡola	italian	noun	clam	0
capesante	kapesante	italian	noun	scallop	0
calamaro	kalamaro	italian	noun	squid	0
riccio di mare	rittʃodimare	italian	noun	urchin	0
corallo	koralo	italian	noun	coral	0
anemone	anemone	italian	noun	anemone	1
plancton	plankton	italian	noun	plankton	1
alghe	alɡe	italian	noun	algae	0
alga marina	alɡamarina	italian	noun	seaweed	0
kelp	kelp	italian	noun	kelp	1
scogliera	skoʎʎera	italian	noun	reef	0
laguna	laɡuna	italian	noun	lagoon	1
atollo	atollo	italian	noun	atoll	1
arcipelago	arkipɛlaɡo	italian	noun	archipelago	1
penisola	penizola	italian	noun	peninsula	1
istmo	istmo	italian	noun	isthmus	1
fiordo	fjordo	italian	noun	fjord	1
geyser	ɡeizer	italian	noun	geyser	1
ghiacciaio	ɡjakaʧo	italian	noun	glacier	0
iceberg	aitsberg	italian	noun	iceberg	0
taiga	taiga	italian	noun	taiga	1
savana	savana	italian	noun	savanna	1
prateria	prateria	italian	noun	prairie	0
steppa	steppa	italian	noun	steppe	1
deserto	dezɛrto	italian	noun	desert	0
oasi	oazi	italian	noun	oasis	1
mesa	mesa	italian	noun	mesa	1
poggio	poddʒo	italian	noun	butte	0
altopiano	altopjano	italian	noun	plateau	0
valle	valle	italian	noun	valley	0
gola	gola	italian	noun	gorge	0
burrone	burrone	italian	noun	ravine	0
vetta	vetta	italian	noun	summit	0
picco	pikko	italian	noun	peak	0
cresta	kresta	italian	noun	ridge	0
pendio	pendjo	italian	noun	slope	0
scogliera	skoljera	italian	noun	cliff	0
masso	masso	italian	noun	boulder	0
ciottolo	tjottolo	italian	noun	pebble	0
sabbia	sabbja	italian	noun	sand	0
duna	duna	italian	noun	dune	1
spiaggia	spjaddja	italian	noun	beach	0
riva	riva	italian	noun	shore	0
costa	kosta	italian	noun	coast	0
baia	baja	italian	noun	bay	0
insenatura	insenatura	italian	noun	cove	0
porto	porto	italian	noun	harbor	0
molo	molo	italian	noun	dock	0
molo	molo	italian	noun	pier	0
banchina	bankina	italian	noun	wharf	0
marina	marina	italian	noun	marina	1
yacht	jot	italian	noun	yacht	1
barca a vela	barkaavela	italian	noun	sailboat	0
catamarano	katamarano	italian	noun	catamaran	1
trimarano	trimarano	italian	noun	trimaran	1
canoa	kanoa	italian	noun	canoe	1
zattera	zattera	italian	noun	raft	0
gommone	gommone	italian	noun	dinghy	0
sottomarino	sottomarino	italian	noun	submarine	1
cacciatorpediniere	kattʃatorpedinjere	italian	noun	destroyer	0
incrociatore	inkrotsatore	italian	noun	cruiser	0
fregata	fregata	italian	noun	frigate	1
corvetta	korvetta	italian	noun	corvette	1
goletta	goletta	italian	noun	schooner	0
brigantino	brigantino	italian	noun	brigantine	1
galeone	galeone	italian	noun	galleon	1
caravella	karavella	italian	noun	caravel	1
dhow	dau	italian	noun	dhow	1
giunca	dʒunka	italian	noun	junk	0
sampan	sampan	italian	noun	sampan	1
gondola	gondola	italian	noun	gondola	0
punt	punt	italian	noun	punt	0
traghetto	tragetto	italian	noun	ferry	0
chiatta	kjatta	italian	noun	barge	0
rimorchiatore	rimorkatore	italian	noun	tugboat	0
hovercraft	hoverkraft	italian	noun	hovercraft	1
moto d'acqua	motodakwa	italian	noun	jetski	0
tsunami	tsunami	portuguese	noun	tsunami	1
maçã	masã	portuguese	noun	apple	0
reunião	ʁeunjãw	portuguese	noun	meeting	0
caminhar	kaminjaʁ	portuguese	verb	walk	0
karaokê	kaɾaokɛ	portuguese	noun	karaoke	1
gato	gatu	portuguese	noun	cat	0
elite	elite	portuguese	noun	elite	1
correr	koʁeʁ	portuguese	verb	run	0
sushi	suʃi	portuguese	noun	sushi	1
cachorro	kaʃoʁu	portuguese	noun	dog	0
balé	bale	portuguese	noun	ballet	1
casa	kaza	portuguese	noun	house	0
culinária	kulinaɾjɐ	portuguese	noun	cuisine	0
árvore	aʁvoɾi	portuguese	noun	tree	0
gourmet	guʁme	portuguese	noun	gourmet	1
rio	ʁiu	portuguese	noun	river	0
restaurante	ʁestauʁɐ̃tʃi	portuguese	noun	restaurant	0
pássaro	pasɐɾu	portuguese	noun	bird	0
jardim de infância	ʒaʁdʒĩdʒĩfãsiɐ	portuguese	noun	kindergarten	0
peixe	pejʃi	portuguese	noun	fish	0
zeitgeist	tsaɪtɡaɪst	portuguese	noun	zeitgeist	1
urso	uʁsu	portuguese	noun	bear	0
schadenfreude	ʃadɛnˌfʁɔʏdə	portuguese	noun	schadenfreude	1
cadeira	kadejɾa	portuguese	noun	chair	0
álgebra	alʒebɾa	portuguese	noun	algebra	1
mesa	meza	portuguese	noun	table	0
algoritmo	algɔɾitmu	portuguese	noun	algorithm	1
sapato	sapatu	portuguese	noun	shoe	0
zero	zeɾu	portuguese	noun	zero	1
camisa	kamiza	portuguese	noun	shirt	0
café	kafe	portuguese	noun	coffee	0
carro	kaʁu	portuguese	noun	car	0
piano	pjanu	portuguese	noun	piano	1
estrada	estɾada	portuguese	noun	road	0
ópera	ɔpɛɾa	portuguese	noun	opera	1
livro	livɾu	portuguese	noun	book	0
carma	kaʁma	portuguese	noun	karma	1
caneta	kaneta	portuguese	noun	pen	0
ioga	jɔga	portuguese	noun	yoga	1
leite	lejti	portuguese	noun	milk	0
safári	safɐɾi	portuguese	noun	safari	1
pão	pãw	portuguese	noun	bread	0
zebra	zebɾa	portuguese	noun	zebra	1
nuvem	nuvẽ	portuguese	noun	cloud	0
caiaque	kajaki	portuguese	noun	kayak	1
chuva	ʃuva	portuguese	noun	rain	0
iglu	iglu	portuguese	noun	igloo	1
neve	nevi	portuguese	noun	snow	0
samurai	samuɾaj	portuguese	noun	samurai	1
tempestade	tẽpɛʃtadʒi	portuguese	noun	storm	0
mangá	mãɡa	portuguese	noun	manga	1
vento	vẽtu	portuguese	noun	wind	0
anime	anime	portuguese	noun	anime	1
fogo	fogu	portuguese	noun	fire	0
haicai	haikaj	portuguese	noun	haiku	1
gelo	ʒelu	portuguese	noun	ice	0
origami	oɾiɡami	portuguese	noun	origami	1
rocha	ʁoʃa	portuguese	noun	rock	1
ninja	ninja	portuguese	noun	ninja	1
terra	teʁa	portuguese	noun	earth	0
futon	futõ	portuguese	noun	futon	1
céu	sew	portuguese	noun	sky	0
lámen	lamẽ	portuguese	noun	ramen	1
mão	mãw	portuguese	noun	hand	0
tofu	tofu	portuguese	noun	tofu	1
pé	pej	portuguese	noun	foot	0
bonsai	bõsaj	portuguese	noun	bonsai	1
olho	oʎu	portuguese	noun	eye	0
gueixa	ɡejʃa	portuguese	noun	geisha	1
nariz	naɾiz	portuguese	noun	nose	0
chique	ʃiki	portuguese	adjective	chic	1
boca	boka	portuguese	noun	mouth	0
clichê	kliʃe	portuguese	noun	cliché	1
cabelo	kabelo	portuguese	noun	hair	0
decoração	desekoɾasãw	portuguese	noun	décor	1
braço	bɾasu	portuguese	noun	arm	0
conjunto	kõʒũtu	portuguese	noun	ensemble	0
perna	peʁna	portuguese	noun	leg	0
fachada	faʃada	portuguese	noun	façade	0
coração	koɾasãw	portuguese	noun	heart	0
gênero	ʒɛnɛɾu	portuguese	noun	genre	0
osso	osu	portuguese	noun	bone	0
ligação	ligasãw	portuguese	noun	liaison	0
porta	pɔɾta	portuguese	noun	door	0
matinê	matine	portuguese	noun	matinée	1
janela	ʒanɛla	portuguese	noun	window	0
ingênuo	ĩʒẽwu	portuguese	adjective	naïve	0
parede	paɾedʒi	portuguese	noun	wall	0
currículo	kuʁikulu	portuguese	noun	résumé	0
chão	ʃãw	portuguese	noun	floor	0
silhueta	silwetɐ	portuguese	noun	silhouette	1
telhado	teʎadu	portuguese	noun	roof	0
lembrança	lẽbɾãsɐ	portuguese	noun	souvenir	0
cama	kama	portuguese	noun	bed	0
sósia	sɔzjɐ	portuguese	noun	doppelganger	0
mãe	mãj	portuguese	noun	mother	0
desejo de viajar	dezɛʒudʒiviaʒaʁ	portuguese	noun	wanderlust	0
pai	paj	portuguese	noun	father	0
angústia	ãɡustiɐ	portuguese	noun	angst	0
irmã	iʁmãj	portuguese	noun	sister	0
blitz	blits	portuguese	noun	blitz	1
irmão	iʁmɐ̃w̃	portuguese	noun	brother	0
rotisseria	ʁotiseɾiɐ	portuguese	noun	delicatessen	0
criança	kɾiɐ̃sɐ	portuguese	noun	child	0
imitação	imitɐsɐ̃w̃	portuguese	noun	ersatz	0
amigo	amigu	portuguese	noun	friend	0
festival	fɛstivaw	portuguese	noun	fest	1
professor	pɾofɛsoɾ	portuguese	noun	teacher	0
saúde	saudʒi	portuguese	noun	gesundheit	0
estudante	istudɐ̃tʃi	portuguese	noun	student	0
interior	ĩteɾioɾ	portuguese	noun	hinterland	0
manhã	mɐ̃ɲɐ̃w̃	portuguese	noun	morning	0
estragado	istɾɐɡadu	portuguese	noun	kaput	0
noite	nojtʃi	portuguese	noun	night	0
leitmotiv	lɛitmɔtʃiv	portuguese	noun	leitmotif	1
dia	d͡ʒiɐ	portuguese	noun	day	0
poltergeist	pɔltɛɾɡaistʃi	portuguese	noun	poltergeist	1
ano	ɐnu	portuguese	noun	year	0
mochila	muʃilɐ	portuguese	noun	rucksack	0
comer	kumeɾ	portuguese	verb	eat	0
discurso	diskuʁsu	portuguese	noun	spiel	0
dormir	doʁmiʁ	portuguese	verb	sleep	0
super	supeɾ	portuguese	noun	uber	0
pular	pulaɾ	portuguese	verb	jump	0
proibido	pɾojbidu	portuguese	verb	verboten	0
sentar	sẽtaɾ	portuguese	verb	sit	0
criança prodígio	kɾiɐ̃sɐpɾodʒiu	portuguese	noun	wunderkind	0
ficar de pé	fikaɾdʒipe	portuguese	verb	stand	0
açúcar	asukaɾ	portuguese	noun	sugar	1
abrir	abɾiɾ	portuguese	verb	open	0
algodão	awɡodɐ̃w̃	portuguese	noun	cotton	1
fechar	feʃaɾ	portuguese	verb	close	0
revista	ʁevistɐ	portuguese	noun	magazine	0
dar	daɾ	portuguese	verb	give	0
sofá	sofa	portuguese	noun	sofa	1
pegar	peɡaɾ	portuguese	verb	take	0
álcool	awkwɔw	portuguese	noun	alcohol	1
fazer	fazeɾ	portuguese	verb	make	0
girafa	ʒiɾafɐ	portuguese	noun	giraffe	1
ler	leɾ	portuguese	verb	read	0
risco	ʁisku	portuguese	noun	hazard	0
escrever	iskɾeveɾ	portuguese	verb	write	0
pote	poti	portuguese	noun	jar	0
cantar	kɐ̃taɾ	portuguese	verb	sing	0
limão	limɐ̃w̃	portuguese	noun	lemon	0
dançar	dɐ̃saɾ	portuguese	verb	dance	0
colchão	kuʎɐ̃w̃	portuguese	noun	mattress	0
trabalhar	tɾabaʎaɾ	portuguese	verb	work	0
tarifa	taɾifɐ	portuguese	noun	tariff	1
aprender	apɾẽdeɾ	portuguese	verb	learn	0
macho	maxu	portuguese	noun	macho	1
feliz	feliz	portuguese	adjective	happy	0
festa	festɐ	portuguese	noun	fiesta	0
triste	tɾistʃi	portuguese	adjective	sad	0
soneca	sonesɐ	portuguese	noun	siesta	0
grande	ɡɾɐ̃dʒi	portuguese	adjective	big	0
praça	pɾasɐ	portuguese	noun	plaza	0
pequeno	pekenu	portuguese	adjective	small	0
pátio	patʃu	portuguese	noun	patio	1
quente	kẽtʃi	portuguese	adjective	hot	0
guerrilheiro	ɡeʁiʎeɾu	portuguese	noun	guerrilla	1
frio	fɾiu	portuguese	adjective	cold	0
tornado	toʁnadu	portuguese	noun	tornado	1
novo	novu	portuguese	adjective	new	0
cânion	kɐ̃njõ	portuguese	noun	canyon	1
velho	veʎu	portuguese	adjective	old	0
bonança	bonɐ̃sɐ	portuguese	noun	bonanza	1
rapidamente	ʁapidamẽtʃi	portuguese	adverb	quickly	0
burrito	buʁitu	portuguese	noun	burrito	1
lentamente	lẽtamẽtʃi	portuguese	adverb	slowly	0
quesadilla	kɛzadʒiʎɐ	portuguese	noun	quesadilla	1
sempre	sẽpɾi	portuguese	adverb	always	0
taco	taku	portuguese	noun	taco	1
nunca	nũkɐ	portuguese	adverb	never	0
nacho	naʃu	portuguese	noun	nacho	1
banana	bananɐ	portuguese	noun	banana	1
poncho	põʃu	portuguese	noun	poncho	1
grama	gɾɐmɐ	portuguese	noun	grass	0
vigilante	viʒilɐ̃tʃi	portuguese	noun	vigilante	0
flor	floʁ	portuguese	noun	flower	0
fresco	fɾesku	portuguese	noun	fresco	1
montanha	mõtɐɲɐ	portuguese	noun	mountain	0
estúdio	istudʒiu	portuguese	noun	studio	1
amor	amoɾ	portuguese	verb	love	0
vulcão	vukwãw̃	portuguese	noun	volcano	0
pensar	pẽsaɾ	portuguese	verb	think	0
inferno	ĩfeʁnu	portuguese	noun	inferno	0
forte	fɔɾtʃi	portuguese	adjective	strong	0
estuque	istuki	portuguese	noun	stucco	1
fraco	fɾaku	portuguese	adjective	weak	0
cappuccino	kaputʃinu	portuguese	noun	cappuccino	1
limpar	lĩpaɾ	portuguese	adjective	clean	0
expresso	ispɾɛsu	portuguese	noun	espresso	1
sonho	soɲu	portuguese	verb	dream	0
bravo	bɾavu	portuguese	adverb	bravo	1
construir	kõstɾuiɾ	portuguese	verb	build	0
nirvana	niɾvanɐ	portuguese	noun	nirvana	1
crescer	kɾesseɾ	portuguese	verb	grow	0
bangalô	bɐ̃ɡalo	portuguese	noun	bungalow	1
planta	plɐ̃tɐ	portuguese	noun	plant	0
selva	selvɐ	portuguese	noun	jungle	1
colheita	kolhejtɐ	portuguese	noun	harvest	0
pijama	piʒamɐ	portuguese	noun	pajamas	1
cozinhar	koziɲaɾ	portuguese	verb	cook	0
xampu	ʃɐ̃pu	portuguese	noun	shampoo	1
assar	asaɾ	portuguese	verb	bake	0
bandido	bɐ̃didu	portuguese	noun	thug	0
desenhar	dizẽɲaɾ	portuguese	verb	draw	0
avatar	avataɾ	portuguese	noun	avatar	1
pintar	pĩtaɾ	portuguese	verb	paint	0
guru	guɾu	portuguese	noun	guru	1
brincar	bɾĩkaɾ	portuguese	verb	play	0
vodu	vodu	portuguese	noun	voodoo	1
estudar	istudaɾ	portuguese	verb	study	0
marimba	maɾĩbɐ	portuguese	noun	marimba	1
ensinar	ẽzinaɾ	portuguese	verb	teach	0
mojo	moʒu	portuguese	noun	mojo	1
ajudar	aʒudaɾ	portuguese	verb	help	0
banjo	bɐ̃ʒu	portuguese	noun	banjo	1
perguntar	peɾɡũtaɾ	portuguese	verb	ask	0
tundra	tũdɾɐ	portuguese	noun	tundra	1
responder	ʁespõdeɾ	portuguese	verb	answer	0
anoraque	anɔɾakɨ	portuguese	noun	anorak	1
chamar	ʃamaɾ	portuguese	verb	call	0
tobogã	tobuɡɐ̃	portuguese	noun	toboggan	1
nome	nomi	portuguese	noun	name	0
bumerangue	bumeɾɐ̃ɡi	portuguese	noun	boomerang	1
ouvir	owviɾ	portuguese	verb	listen	0
canguru	kɐ̃ɡuɾu	portuguese	noun	kangaroo	1
animal	animaw	portuguese	noun	animal	0
artista	aɾtʃistɐ	portuguese	noun	artist	0
banco	bɐ̃ku	portuguese	noun	bank	0
capital	kɐpitaw	portuguese	noun	capital	0
centro	sẽtɾu	portuguese	noun	center	0
cinema	sinɛmɐ	portuguese	noun	cinema	1
cidade	sidadʒi	portuguese	noun	city	0
cor	koʁ	portuguese	noun	color	0
comédia	komɛdʒiɐ	portuguese	noun	comedy	1
cultura	kuwtuɾɐ	portuguese	noun	culture	0
doutor	doutoɾ	portuguese	noun	doctor	0
drama	dɾamɐ	portuguese	noun	drama	1
economia	ekonomiɐ	portuguese	noun	economy	1
emoção	emosãw	portuguese	noun	emotion	1
